Plot Title: 10m O. Patagonica,,,,,,,,
#,Date Tim,"e, GMT+03:00","Temp, °C (LGR S/N: 20794989, SEN S/N: 20794989, LBL: <C>)","Intensity, Lux (LGR S/N: 20794989, SEN S/N: 20794989, LBL: <LUX>)",Coupler Attached (LGR S/N: 20794989),Host Connected (LGR S/N: 20794989),Stopped (LGR S/N: 20794989),End Of File (LGR S/N: 20794989)
51,05/16/24,17:00:00,24.641,1108.7,,,,
52,05/16/24,17:30:00,24.545,1550,,,,
53,05/16/24,18:00:00,24.545,1097.9,,,,
54,05/16/24,18:30:00,24.448,226,,,,
55,05/16/24,19:00:00,24.448,75.3,,,,
56,05/16/24,19:30:00,24.351,10.8,,,,
57,05/16/24,20:00:00,24.255,0,,,,
58,05/16/24,20:30:00,24.255,0,,,,
59,05/16/24,21:00:00,24.255,0,,,,
60,05/16/24,21:30:00,24.255,0,,,,
61,05/16/24,22:00:00,24.158,0,,,,
62,05/16/24,22:30:00,24.062,0,,,,
63,05/16/24,23:00:00,24.062,0,,,,
64,05/16/24,23:30:00,24.062,0,,,,
65,05/17/24,0:00:00,23.966,0,,,,
66,05/17/24,0:30:00,23.966,0,,,,
67,05/17/24,1:00:00,23.966,0,,,,
68,05/17/24,1:30:00,23.966,0,,,,
69,05/17/24,2:00:00,23.966,0,,,,
70,05/17/24,2:30:00,23.966,0,,,,
71,05/17/24,3:00:00,23.966,0,,,,
72,05/17/24,3:30:00,23.966,0,,,,
73,05/17/24,4:00:00,23.966,0,,,,
74,05/17/24,4:30:00,23.966,0,,,,
75,05/17/24,5:00:00,23.966,0,,,,
76,05/17/24,5:30:00,23.869,0,,,,
77,05/17/24,6:00:00,23.966,53.8,,,,
78,05/17/24,6:30:00,23.966,236.8,,,,
79,05/17/24,7:00:00,23.966,226,,,,
80,05/17/24,7:30:00,23.966,301.4,,,,
81,05/17/24,8:00:00,24.062,441.3,,,,
82,05/17/24,8:30:00,24.062,602.8,,,,
83,05/17/24,9:00:00,24.158,796.5,,,,
84,05/17/24,9:30:00,24.255,796.5,,,,
85,05/17/24,10:00:00,24.255,925.7,,,,
86,05/17/24,10:30:00,24.351,839.6,,,,
87,05/17/24,11:00:00,24.351,936.5,,,,
88,05/17/24,11:30:00,24.351,1377.8,,,,
89,05/17/24,12:00:00,24.448,1141,,,,
90,05/17/24,12:30:00,24.448,1108.7,,,,
91,05/17/24,13:00:00,24.545,1980.6,,,,
92,05/17/24,13:30:00,24.545,1894.5,,,,
93,05/17/24,14:00:00,24.641,1097.9,,,,
94,05/17/24,14:30:00,24.641,2325,,,,
95,05/17/24,15:00:00,24.641,2152.8,,,,
96,05/17/24,15:30:00,24.641,2325,,,,
97,05/17/24,16:00:00,24.738,2411.1,,,,
98,05/17/24,16:30:00,24.835,1894.5,,,,
99,05/17/24,17:00:00,24.835,1894.5,,,,
100,05/17/24,17:30:00,24.931,2238.9,,,,
101,05/17/24,18:00:00,24.835,1119.5,,,,
102,05/17/24,18:30:00,24.738,290.6,,,,
103,05/17/24,19:00:00,24.738,193.8,,,,
104,05/17/24,19:30:00,24.545,10.8,,,,
105,05/17/24,20:00:00,24.448,0,,,,
106,05/17/24,20:30:00,24.351,0,,,,
107,05/17/24,21:00:00,24.351,0,,,,
108,05/17/24,21:30:00,24.255,0,,,,
109,05/17/24,22:00:00,24.158,0,,,,
110,05/17/24,22:30:00,24.158,0,,,,
111,05/17/24,23:00:00,24.158,0,,,,
112,05/17/24,23:30:00,24.158,0,,,,
113,05/18/24,0:00:00,24.255,0,,,,
114,05/18/24,0:30:00,24.255,0,,,,
115,05/18/24,1:00:00,24.255,0,,,,
116,05/18/24,1:30:00,24.255,0,,,,
117,05/18/24,2:00:00,24.255,0,,,,
118,05/18/24,2:30:00,24.158,0,,,,
119,05/18/24,3:00:00,24.158,0,,,,
120,05/18/24,3:30:00,24.062,0,,,,
121,05/18/24,4:00:00,24.062,0,,,,
122,05/18/24,4:30:00,24.062,0,,,,
123,05/18/24,5:00:00,23.966,0,,,,
124,05/18/24,5:30:00,23.966,0,,,,
125,05/18/24,6:00:00,23.869,43.1,,,,
126,05/18/24,6:30:00,23.773,150.7,,,,
127,05/18/24,7:00:00,23.773,269.1,,,,
128,05/18/24,7:30:00,23.869,355.2,,,,
129,05/18/24,8:00:00,23.966,462.9,,,,
130,05/18/24,8:30:00,24.062,570.5,,,,
131,05/18/24,9:00:00,24.062,710.4,,,,
132,05/18/24,9:30:00,24.062,753.5,,,,
133,05/18/24,10:00:00,24.158,968.8,,,,
134,05/18/24,10:30:00,24.158,914.9,,,,
135,05/18/24,11:00:00,24.158,1108.7,,,,
136,05/18/24,11:30:00,24.255,1162.5,,,,
137,05/18/24,12:00:00,24.255,1216.3,,,,
138,05/18/24,12:30:00,24.158,871.9,,,,
139,05/18/24,13:00:00,24.255,2152.8,,,,
140,05/18/24,13:30:00,24.255,1894.5,,,,
141,05/18/24,14:00:00,24.255,1130.2,,,,
142,05/18/24,14:30:00,24.351,2411.1,,,,
143,05/18/24,15:00:00,24.448,2755.6,,,,
144,05/18/24,15:30:00,24.448,2411.1,,,,
145,05/18/24,16:00:00,24.448,2583.4,,,,
146,05/18/24,16:30:00,24.255,2066.7,,,,
147,05/18/24,17:00:00,24.255,2583.4,,,,
148,05/18/24,17:30:00,24.158,1345.5,,,,
149,05/18/24,18:00:00,24.158,1001,,,,
150,05/18/24,18:30:00,24.062,484.4,,,,
151,05/18/24,19:00:00,24.062,129.2,,,,
152,05/18/24,19:30:00,24.062,0,,,,
153,05/18/24,20:00:00,24.062,0,,,,
154,05/18/24,20:30:00,24.062,0,,,,
155,05/18/24,21:00:00,24.062,0,,,,
156,05/18/24,21:30:00,24.062,0,,,,
157,05/18/24,22:00:00,23.966,0,,,,
158,05/18/24,22:30:00,23.966,0,,,,
159,05/18/24,23:00:00,23.869,0,,,,
160,05/18/24,23:30:00,23.966,0,,,,
161,05/19/24,0:00:00,24.062,0,,,,
162,05/19/24,0:30:00,24.062,0,,,,
163,05/19/24,1:00:00,23.966,0,,,,
164,05/19/24,1:30:00,23.966,0,,,,
165,05/19/24,2:00:00,23.966,0,,,,
166,05/19/24,2:30:00,23.966,0,,,,
167,05/19/24,3:00:00,23.869,0,,,,
168,05/19/24,3:30:00,23.869,0,,,,
169,05/19/24,4:00:00,23.869,0,,,,
170,05/19/24,4:30:00,23.773,0,,,,
171,05/19/24,5:00:00,23.773,0,,,,
172,05/19/24,5:30:00,23.773,0,,,,
173,05/19/24,6:00:00,23.773,43.1,,,,
174,05/19/24,6:30:00,23.773,150.7,,,,
175,05/19/24,7:00:00,23.773,258.3,,,,
176,05/19/24,7:30:00,23.773,398.3,,,,
177,05/19/24,8:00:00,23.869,505.9,,,,
178,05/19/24,8:30:00,23.869,602.8,,,,
179,05/19/24,9:00:00,23.869,753.5,,,,
180,05/19/24,9:30:00,23.869,828.8,,,,
181,05/19/24,10:00:00,23.966,871.9,,,,
182,05/19/24,10:30:00,23.966,990.3,,,,
183,05/19/24,11:00:00,24.062,1022.6,,,,
184,05/19/24,11:30:00,24.158,1141,,,,
185,05/19/24,12:00:00,24.158,1184,,,,
186,05/19/24,12:30:00,24.255,1463.9,,,,
187,05/19/24,13:00:00,24.255,1377.8,,,,
188,05/19/24,13:30:00,24.351,1377.8,,,,
189,05/19/24,14:00:00,24.351,1367,,,,
190,05/19/24,14:30:00,24.351,1894.5,,,,
191,05/19/24,15:00:00,24.351,1463.9,,,,
192,05/19/24,15:30:00,24.545,2755.6,,,,
193,05/19/24,16:00:00,24.641,2411.1,,,,
194,05/19/24,16:30:00,24.641,2325,,,,
195,05/19/24,17:00:00,24.641,2325,,,,
196,05/19/24,17:30:00,24.738,1808.3,,,,
197,05/19/24,18:00:00,24.738,1248.6,,,,
198,05/19/24,18:30:00,24.738,581.3,,,,
199,05/19/24,19:00:00,24.738,161.5,,,,
200,05/19/24,19:30:00,24.641,10.8,,,,
201,05/19/24,20:00:00,24.738,0,,,,
202,05/19/24,20:30:00,24.448,0,,,,
203,05/19/24,21:00:00,24.255,0,,,,
204,05/19/24,21:30:00,24.255,0,,,,
205,05/19/24,22:00:00,24.255,0,,,,
206,05/19/24,22:30:00,24.062,0,,,,
207,05/19/24,23:00:00,23.966,0,,,,
208,05/19/24,23:30:00,23.966,0,,,,
209,05/20/24,0:00:00,23.966,0,,,,
210,05/20/24,0:30:00,23.966,0,,,,
211,05/20/24,1:00:00,23.869,0,,,,
212,05/20/24,1:30:00,23.773,0,,,,
213,05/20/24,2:00:00,23.773,0,,,,
214,05/20/24,2:30:00,23.773,0,,,,
215,05/20/24,3:00:00,23.773,0,,,,
216,05/20/24,3:30:00,23.677,0,,,,
217,05/20/24,4:00:00,23.677,0,,,,
218,05/20/24,4:30:00,23.581,0,,,,
219,05/20/24,5:00:00,23.581,0,,,,
220,05/20/24,5:30:00,23.581,0,,,,
221,05/20/24,6:00:00,23.581,43.1,,,,
222,05/20/24,6:30:00,23.581,129.2,,,,
223,05/20/24,7:00:00,23.581,322.9,,,,
224,05/20/24,7:30:00,23.677,473.6,,,,
225,05/20/24,8:00:00,23.677,419.8,,,,
226,05/20/24,8:30:00,23.773,613.5,,,,
227,05/20/24,9:00:00,23.869,581.3,,,,
228,05/20/24,9:30:00,23.966,742.7,,,,
229,05/20/24,10:00:00,23.966,807.3,,,,
230,05/20/24,10:30:00,24.062,839.6,,,,
231,05/20/24,11:00:00,24.158,1022.6,,,,
232,05/20/24,11:30:00,24.158,1216.3,,,,
233,05/20/24,12:00:00,24.158,1334.7,,,,
234,05/20/24,12:30:00,24.255,1463.9,,,,
235,05/20/24,13:00:00,24.255,1377.8,,,,
236,05/20/24,13:30:00,24.158,904.2,,,,
237,05/20/24,14:00:00,24.351,1636.1,,,,
238,05/20/24,14:30:00,24.351,1550,,,,
239,05/20/24,15:00:00,24.351,1377.8,,,,
240,05/20/24,15:30:00,24.448,1550,,,,
241,05/20/24,16:00:00,24.448,2066.7,,,,
242,05/20/24,16:30:00,24.448,1808.3,,,,
243,05/20/24,17:00:00,24.448,1463.9,,,,
244,05/20/24,17:30:00,24.448,1065.6,,,,
245,05/20/24,18:00:00,24.351,882.6,,,,
246,05/20/24,18:30:00,24.351,462.9,,,,
247,05/20/24,19:00:00,24.448,183,,,,
248,05/20/24,19:30:00,24.545,10.8,,,,
249,05/20/24,20:00:00,24.931,0,,,,
250,05/20/24,20:30:00,25.222,0,,,,
251,05/20/24,21:00:00,24.835,0,,,,
252,05/20/24,21:30:00,24.641,0,,,,
253,05/20/24,22:00:00,24.448,0,,,,
254,05/20/24,22:30:00,24.448,0,,,,
255,05/20/24,23:00:00,24.448,0,,,,
256,05/20/24,23:30:00,24.448,0,,,,
257,05/21/24,0:00:00,24.351,0,,,,
258,05/21/24,0:30:00,24.351,0,,,,
259,05/21/24,1:00:00,24.351,0,,,,
260,05/21/24,1:30:00,24.351,0,,,,
261,05/21/24,2:00:00,24.448,0,,,,
262,05/21/24,2:30:00,24.351,0,,,,
263,05/21/24,3:00:00,24.448,0,,,,
264,05/21/24,3:30:00,24.448,0,,,,
265,05/21/24,4:00:00,24.448,0,,,,
266,05/21/24,4:30:00,24.448,0,,,,
267,05/21/24,5:00:00,24.545,0,,,,
268,05/21/24,5:30:00,24.835,0,,,,
269,05/21/24,6:00:00,24.931,32.3,,,,
270,05/21/24,6:30:00,24.931,161.5,,,,
271,05/21/24,7:00:00,24.835,279.9,,,,
272,05/21/24,7:30:00,24.835,366,,,,
273,05/21/24,8:00:00,24.835,484.4,,,,
274,05/21/24,8:30:00,25.028,688.9,,,,
275,05/21/24,9:00:00,25.319,549,,,,
276,05/21/24,9:30:00,25.61,947.2,,,,
277,05/21/24,10:00:00,25.805,968.8,,,,
278,05/21/24,10:30:00,25.902,785.8,,,,
279,05/21/24,11:00:00,26,1076.4,,,,
280,05/21/24,11:30:00,26.097,1065.6,,,,
281,05/21/24,12:00:00,26.097,1130.2,,,,
282,05/21/24,12:30:00,26.097,1087.2,,,,
283,05/21/24,13:00:00,26,1550,,,,
284,05/21/24,13:30:00,26,1463.9,,,,
285,05/21/24,14:00:00,26,1162.5,,,,
286,05/21/24,14:30:00,26.097,1011.8,,,,
287,05/21/24,15:00:00,25.902,2238.9,,,,
288,05/21/24,15:30:00,26,1550,,,,
289,05/21/24,16:00:00,25.805,1894.5,,,,
290,05/21/24,16:30:00,25.805,2411.1,,,,
291,05/21/24,17:00:00,25.708,2669.5,,,,
292,05/21/24,17:30:00,25.61,828.8,,,,
293,05/21/24,18:00:00,25.319,990.3,,,,
294,05/21/24,18:30:00,25.319,667.4,,,,
295,05/21/24,19:00:00,25.319,139.9,,,,
296,05/21/24,19:30:00,25.319,10.8,,,,
297,05/21/24,20:00:00,25.319,0,,,,
298,05/21/24,20:30:00,25.416,0,,,,
299,05/21/24,21:00:00,25.416,0,,,,
300,05/21/24,21:30:00,25.416,0,,,,
301,05/21/24,22:00:00,25.416,0,,,,
302,05/21/24,22:30:00,25.416,0,,,,
303,05/21/24,23:00:00,25.513,0,,,,
304,05/21/24,23:30:00,25.61,0,,,,
305,05/22/24,0:00:00,25.61,0,,,,
306,05/22/24,0:30:00,25.513,0,,,,
307,05/22/24,1:00:00,25.513,0,,,,
308,05/22/24,1:30:00,25.416,0,,,,
309,05/22/24,2:00:00,25.513,0,,,,
310,05/22/24,2:30:00,25.513,0,,,,
311,05/22/24,3:00:00,25.513,0,,,,
312,05/22/24,3:30:00,25.513,0,,,,
313,05/22/24,4:00:00,25.513,0,,,,
314,05/22/24,4:30:00,25.513,0,,,,
315,05/22/24,5:00:00,24.931,0,,,,
316,05/22/24,5:30:00,24.641,0,,,,
317,05/22/24,6:00:00,24.835,32.3,,,,
318,05/22/24,6:30:00,25.222,107.6,,,,
319,05/22/24,7:00:00,25.708,269.1,,,,
320,05/22/24,7:30:00,25.805,215.3,,,,
321,05/22/24,8:00:00,25.513,236.8,,,,
322,05/22/24,8:30:00,25.61,505.9,,,,
323,05/22/24,9:00:00,25.805,505.9,,,,
324,05/22/24,9:30:00,26.097,581.3,,,,
325,05/22/24,10:00:00,25.902,753.5,,,,
326,05/22/24,10:30:00,25.902,775,,,,
327,05/22/24,11:00:00,26,893.4,,,,
328,05/22/24,11:30:00,26.195,1076.4,,,,
329,05/22/24,12:00:00,26.195,1022.6,,,,
330,05/22/24,12:30:00,26.292,1194.8,,,,
331,05/22/24,13:00:00,26.292,1033.3,,,,
332,05/22/24,13:30:00,26.097,1162.5,,,,
333,05/22/24,14:00:00,26.39,1141,,,,
334,05/22/24,14:30:00,26.39,1076.4,,,,
335,05/22/24,15:00:00,26.292,1259.4,,,,
336,05/22/24,15:30:00,26.292,549,,,,
337,05/22/24,16:00:00,26.195,645.8,,,,
338,05/22/24,16:30:00,26.097,269.1,,,,
339,05/22/24,17:00:00,26,559.7,,,,
340,05/22/24,17:30:00,26,925.7,,,,
341,05/22/24,18:00:00,25.902,1022.6,,,,
342,05/22/24,18:30:00,25.61,258.3,,,,
343,05/22/24,19:00:00,25.513,204.5,,,,
344,05/22/24,19:30:00,25.319,10.8,,,,
345,05/22/24,20:00:00,25.222,0,,,,
346,05/22/24,20:30:00,25.222,0,,,,
347,05/22/24,21:00:00,25.125,0,,,,
348,05/22/24,21:30:00,25.125,0,,,,
349,05/22/24,22:00:00,25.125,0,,,,
350,05/22/24,22:30:00,24.931,0,,,,
351,05/22/24,23:00:00,24.835,0,,,,
352,05/22/24,23:30:00,24.835,0,,,,
353,05/23/24,0:00:00,24.641,0,,,,
354,05/23/24,0:30:00,24.545,0,,,,
355,05/23/24,1:00:00,24.545,0,,,,
356,05/23/24,1:30:00,24.545,0,,,,
357,05/23/24,2:00:00,24.448,0,,,,
358,05/23/24,2:30:00,24.448,0,,,,
359,05/23/24,3:00:00,24.448,0,,,,
360,05/23/24,3:30:00,24.448,0,,,,
361,05/23/24,4:00:00,24.448,0,,,,
362,05/23/24,4:30:00,24.545,0,,,,
363,05/23/24,5:00:00,24.545,0,,,,
364,05/23/24,5:30:00,24.641,0,,,,
365,05/23/24,6:00:00,24.641,21.5,,,,
366,05/23/24,6:30:00,24.738,118.4,,,,
367,05/23/24,7:00:00,24.835,161.5,,,,
368,05/23/24,7:30:00,25.125,301.4,,,,
369,05/23/24,8:00:00,25.222,355.2,,,,
370,05/23/24,8:30:00,25.416,527.4,,,,
371,05/23/24,9:00:00,25.416,624.3,,,,
372,05/23/24,9:30:00,25.416,624.3,,,,
373,05/23/24,10:00:00,25.416,742.7,,,,
374,05/23/24,10:30:00,25.319,635.1,,,,
375,05/23/24,11:00:00,25.319,828.8,,,,
376,05/23/24,11:30:00,25.222,1151.7,,,,
377,05/23/24,12:00:00,25.222,936.5,,,,
378,05/23/24,12:30:00,25.222,1044.1,,,,
379,05/23/24,13:00:00,25.319,1087.2,,,,
380,05/23/24,13:30:00,25.416,1227.1,,,,
381,05/23/24,14:00:00,25.805,1216.3,,,,
382,05/23/24,14:30:00,26,1022.6,,,,
383,05/23/24,15:00:00,25.708,1324,,,,
384,05/23/24,15:30:00,26,1194.8,,,,
385,05/23/24,16:00:00,25.902,1054.9,,,,
386,05/23/24,16:30:00,25.805,688.9,,,,
387,05/23/24,17:00:00,26,613.5,,,,
388,05/23/24,17:30:00,25.902,430.6,,,,
389,05/23/24,18:00:00,25.805,301.4,,,,
390,05/23/24,18:30:00,25.61,172.2,,,,
391,05/23/24,19:00:00,25.61,64.6,,,,
392,05/23/24,19:30:00,25.805,0,,,,
393,05/23/24,20:00:00,26,0,,,,
394,05/23/24,20:30:00,25.902,0,,,,
395,05/23/24,21:00:00,25.902,0,,,,
396,05/23/24,21:30:00,25.805,0,,,,
397,05/23/24,22:00:00,25.805,0,,,,
398,05/23/24,22:30:00,25.805,0,,,,
399,05/23/24,23:00:00,26,0,,,,
400,05/23/24,23:30:00,25.902,0,,,,
401,05/24/24,0:00:00,26.097,0,,,,
402,05/24/24,0:30:00,26,0,,,,
403,05/24/24,1:00:00,25.902,0,,,,
404,05/24/24,1:30:00,25.902,0,,,,
405,05/24/24,2:00:00,25.708,0,,,,
406,05/24/24,2:30:00,25.805,0,,,,
407,05/24/24,3:00:00,25.61,0,,,,
408,05/24/24,3:30:00,25.708,0,,,,
409,05/24/24,4:00:00,25.61,0,,,,
410,05/24/24,4:30:00,25.61,0,,,,
411,05/24/24,5:00:00,25.708,0,,,,
412,05/24/24,5:30:00,25.805,0,,,,
413,05/24/24,6:00:00,25.805,43.1,,,,
414,05/24/24,6:30:00,25.708,150.7,,,,
415,05/24/24,7:00:00,25.708,279.9,,,,
416,05/24/24,7:30:00,25.708,236.8,,,,
417,05/24/24,8:00:00,25.708,301.4,,,,
418,05/24/24,8:30:00,25.805,495.1,,,,
419,05/24/24,9:00:00,25.902,1108.7,,,,
420,05/24/24,9:30:00,25.902,1054.9,,,,
421,05/24/24,10:00:00,26,538.2,,,,
422,05/24/24,10:30:00,26.097,1108.7,,,,
423,05/24/24,11:00:00,26,958,,,,
424,05/24/24,11:30:00,26.097,753.5,,,,
425,05/24/24,12:00:00,26.097,699.7,,,,
426,05/24/24,12:30:00,26.195,764.2,,,,
427,05/24/24,13:00:00,26.195,1377.8,,,,
428,05/24/24,13:30:00,26.097,1550,,,,
429,05/24/24,14:00:00,26.39,3444.5,,,,
430,05/24/24,14:30:00,26.39,12400.1,,,,
431,05/24/24,15:00:00,26.292,1550,,,,
432,05/24/24,15:30:00,26.39,7233.4,,,,
433,05/24/24,16:00:00,26.292,2669.5,,,,
434,05/24/24,16:30:00,26.097,1141,,,,
435,05/24/24,17:00:00,26.195,236.8,,,,
436,05/24/24,17:30:00,26.097,1237.9,,,,
437,05/24/24,18:00:00,26.097,150.7,,,,
438,05/24/24,18:30:00,26,925.7,,,,
439,05/24/24,19:00:00,26.097,10.8,,,,
440,05/24/24,19:30:00,25.902,10.8,,,,
441,05/24/24,20:00:00,25.902,0,,,,
442,05/24/24,20:30:00,26,0,,,,
443,05/24/24,21:00:00,26,0,,,,
444,05/24/24,21:30:00,26,0,,,,
445,05/24/24,22:00:00,25.805,0,,,,
446,05/24/24,22:30:00,25.805,0,,,,
447,05/24/24,23:00:00,25.902,0,,,,
448,05/24/24,23:30:00,26,0,,,,
449,05/25/24,0:00:00,26,0,,,,
450,05/25/24,0:30:00,25.902,0,,,,
451,05/25/24,1:00:00,25.708,0,,,,
452,05/25/24,1:30:00,25.805,0,,,,
453,05/25/24,2:00:00,25.902,0,,,,
454,05/25/24,2:30:00,25.805,0,,,,
455,05/25/24,3:00:00,25.805,0,,,,
456,05/25/24,3:30:00,25.708,0,,,,
457,05/25/24,4:00:00,25.805,0,,,,
458,05/25/24,4:30:00,25.805,0,,,,
459,05/25/24,5:00:00,25.61,0,,,,
460,05/25/24,5:30:00,25.708,0,,,,
461,05/25/24,6:00:00,25.708,0,,,,
462,05/25/24,6:30:00,25.61,21.5,,,,
463,05/25/24,7:00:00,25.708,129.2,,,,
464,05/25/24,7:30:00,25.708,775,,,,
465,05/25/24,8:00:00,25.708,1550,,,,
466,05/25/24,8:30:00,25.805,258.3,,,,
467,05/25/24,9:00:00,25.805,602.8,,,,
468,05/25/24,9:30:00,25.902,1808.3,,,,
469,05/25/24,10:00:00,25.902,344.4,,,,
470,05/25/24,10:30:00,25.805,2325,,,,
471,05/25/24,11:00:00,26,5338.9,,,,
472,05/25/24,11:30:00,26,150.7,,,,
473,05/25/24,12:00:00,25.805,785.8,,,,
474,05/25/24,12:30:00,26,6544.5,,,,
475,05/25/24,13:00:00,26.097,3616.7,,,,
476,05/25/24,13:30:00,26.097,3444.5,,,,
477,05/25/24,14:00:00,26.097,5511.1,,,,
478,05/25/24,14:30:00,26.097,1722.2,,,,
479,05/25/24,15:00:00,26.097,807.3,,,,
480,05/25/24,15:30:00,26.097,441.3,,,,
481,05/25/24,16:00:00,26.097,1302.4,,,,
482,05/25/24,16:30:00,26.097,505.9,,,,
483,05/25/24,17:00:00,26.195,2238.9,,,,
484,05/25/24,17:30:00,26.195,441.3,,,,
485,05/25/24,18:00:00,26.292,75.3,,,,
486,05/25/24,18:30:00,26.292,290.6,,,,
487,05/25/24,19:00:00,25.902,0,,,,
488,05/25/24,19:30:00,25.902,32.3,,,,
489,05/25/24,20:00:00,26,0,,,,
490,05/25/24,20:30:00,26.097,0,,,,
491,05/25/24,21:00:00,26.097,0,,,,
492,05/25/24,21:30:00,25.902,0,,,,
493,05/25/24,22:00:00,25.805,0,,,,
494,05/25/24,22:30:00,25.805,0,,,,
495,05/25/24,23:00:00,25.902,0,,,,
496,05/25/24,23:30:00,26,0,,,,
497,05/26/24,0:00:00,25.902,0,,,,
498,05/26/24,0:30:00,25.902,0,,,,
499,05/26/24,1:00:00,25.902,0,,,,
500,05/26/24,1:30:00,25.902,0,,,,
501,05/26/24,2:00:00,25.902,0,,,,
502,05/26/24,2:30:00,25.805,0,,,,
503,05/26/24,3:00:00,25.902,0,,,,
504,05/26/24,3:30:00,25.902,0,,,,
505,05/26/24,4:00:00,25.902,0,,,,
506,05/26/24,4:30:00,25.805,0,,,,
507,05/26/24,5:00:00,25.902,0,,,,
508,05/26/24,5:30:00,25.902,0,,,,
509,05/26/24,6:00:00,25.805,96.9,,,,
510,05/26/24,6:30:00,25.902,430.6,,,,
511,05/26/24,7:00:00,25.708,129.2,,,,
512,05/26/24,7:30:00,25.416,1065.6,,,,
513,05/26/24,8:00:00,25.61,107.6,,,,
514,05/26/24,8:30:00,25.805,290.6,,,,
515,05/26/24,9:00:00,25.902,1808.3,,,,
516,05/26/24,9:30:00,26,419.8,,,,
517,05/26/24,10:00:00,26,624.3,,,,
518,05/26/24,10:30:00,26,516.7,,,,
519,05/26/24,11:00:00,26,581.3,,,,
520,05/26/24,11:30:00,26.097,3100,,,,
521,05/26/24,12:00:00,26.097,807.3,,,,
522,05/26/24,12:30:00,26.195,958,,,,
523,05/26/24,13:00:00,26.195,893.4,,,,
524,05/26/24,13:30:00,26.292,1550,,,,
525,05/26/24,14:00:00,26.195,462.9,,,,
526,05/26/24,14:30:00,26.292,6544.5,,,,
527,05/26/24,15:00:00,26.292,2152.8,,,,
528,05/26/24,15:30:00,26.292,4994.5,,,,
529,05/26/24,16:00:00,26.292,6544.5,,,,
530,05/26/24,16:30:00,26.195,1808.3,,,,
531,05/26/24,17:00:00,26.292,3616.7,,,,
532,05/26/24,17:30:00,26.292,2066.7,,,,
533,05/26/24,18:00:00,26.292,301.4,,,,
534,05/26/24,18:30:00,26.292,355.2,,,,
535,05/26/24,19:00:00,26.292,96.9,,,,
536,05/26/24,19:30:00,26.195,0,,,,
537,05/26/24,20:00:00,26.195,0,,,,
538,05/26/24,20:30:00,26.195,0,,,,
539,05/26/24,21:00:00,26.195,0,,,,
540,05/26/24,21:30:00,26.39,0,,,,
541,05/26/24,22:00:00,26.39,0,,,,
