ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,GOSLIM_ID,GOSLIM_Name,contrast
GO:0048285,organelle fission,20/159,392/14185,0.05102040816326531,4.551726350917726,7.592488958047781,1.555372192920245e-8,6.846748393234918e-6,6.067588786276239e-6,ACROYT_G001680/ACROYT_G006757/ACROYT_G043168/ACROYT_G011871/ACROYT_G011372/ACROYT_G006374/ACROYT_G020690/ACROYT_G006387/ACROYT_G017013/ACROYT_G001679/ACROYT_G025695/ACROYT_G010184/ACROYT_G025577/ACROYT_G035417/ACROYT_G007708/ACROYT_G029490/ACROYT_G032456/ACROYT_G005778/ACROYT_G033190/ACROYT_G006315,20,NA,NA,10v5
GO:0051321,meiotic cell cycle,18/159,323/14185,0.05572755417956656,4.9716689058940355,7.687627946904741,2.2408562527165313e-8,7.413610303413523e-6,6.5699418408978e-6,ACROYT_G001680/ACROYT_G006757/ACROYT_G043168/ACROYT_G005307/ACROYT_G011372/ACROYT_G006374/ACROYT_G020690/ACROYT_G006387/ACROYT_G017013/ACROYT_G001679/ACROYT_G025577/ACROYT_G035417/ACROYT_G007708/ACROYT_G029490/ACROYT_G005778/ACROYT_G038132/ACROYT_G033190/ACROYT_G004447,18,GO:0022414,reproductive process,10v5
GO:0000775,"chromosome, centromeric region",12/159,131/14185,0.0916030534351145,8.17225983004465,8.780569682416672,2.607067037939449e-8,7.413610303413523e-6,6.5699418408978e-6,ACROYT_G017544/ACROYT_G043168/ACROYT_G005307/ACROYT_G011372/ACROYT_G006387/ACROYT_G017013/ACROYT_G025695/ACROYT_G000625/ACROYT_G032456/ACROYT_G025257/ACROYT_G005778/ACROYT_G028878,12,NA,NA,10v5
GO:0140013,meiotic nuclear division,15/159,221/14185,0.06787330316742081,6.055237769999146,8.064246792171362,2.6946334587600264e-8,7.413610303413523e-6,6.5699418408978e-6,ACROYT_G001680/ACROYT_G006757/ACROYT_G043168/ACROYT_G011372/ACROYT_G006374/ACROYT_G020690/ACROYT_G006387/ACROYT_G017013/ACROYT_G001679/ACROYT_G025577/ACROYT_G035417/ACROYT_G007708/ACROYT_G029490/ACROYT_G005778/ACROYT_G033190,15,GO:0140013;GO:0022414,meiotic nuclear division;reproductive process,10v5
GO:0140014,mitotic nuclear division,14/159,195/14185,0.07179487179487179,6.405095952265763,8.09175756746963,3.960400559311136e-8,9.685379590048678e-6,8.583183902226357e-6,ACROYT_G043168/ACROYT_G011871/ACROYT_G011372/ACROYT_G006387/ACROYT_G017013/ACROYT_G025695/ACROYT_G010184/ACROYT_G025577/ACROYT_G035417/ACROYT_G007708/ACROYT_G029490/ACROYT_G032456/ACROYT_G005778/ACROYT_G006315,14,GO:0140014,mitotic nuclear division,10v5
GO:0000819,sister chromatid segregation,13/159,166/14185,0.0783132530120482,6.986625748276123,8.260543861771565,4.429112051898565e-8,9.748475626228742e-6,8.639099612808465e-6,ACROYT_G043168/ACROYT_G011372/ACROYT_G006387/ACROYT_G017013/ACROYT_G025695/ACROYT_G010184/ACROYT_G025577/ACROYT_G035417/ACROYT_G007708/ACROYT_G029490/ACROYT_G032456/ACROYT_G005778/ACROYT_G006315,13,GO:0007059,chromosome segregation,10v5
GO:0031145,anaphase-promoting complex-dependent catabolic process,7/159,35/14185,0.2,17.842767295597483,10.621852266835369,1.0061230717410299e-7,1.8665523079887796e-5,1.6541387535346176e-5,ACROYT_G012516/ACROYT_G001680/ACROYT_G006757/ACROYT_G011372/ACROYT_G017013/ACROYT_G001679/ACROYT_G009874,7,GO:0030163,protein catabolic process,10v5
GO:0000793,condensed chromosome,12/159,148/14185,0.08108108108108109,7.233554309026007,8.116344294515303,1.0176568694168721e-7,1.8665523079887796e-5,1.6541387535346176e-5,ACROYT_G017544/ACROYT_G031817/ACROYT_G043168/ACROYT_G005307/ACROYT_G011372/ACROYT_G006387/ACROYT_G017013/ACROYT_G025695/ACROYT_G000625/ACROYT_G032456/ACROYT_G025257/ACROYT_G005778,12,GO:0043226;GO:0005694,organelle;chromosome,10v5
GO:0006260,DNA replication,13/159,182/14185,0.07142857142857142,6.372416891284815,7.766509210971255,1.3115467332927465e-7,2.2188658458454596e-5,1.9663590293176004e-5,ACROYT_G020243/ACROYT_G009087/ACROYT_G006757/ACROYT_G001909/ACROYT_G006374/ACROYT_G007652/ACROYT_G011400/ACROYT_G043362/ACROYT_G039442/ACROYT_G041592/ACROYT_G009537/ACROYT_G039131/ACROYT_G006315,13,GO:0006260,DNA replication,10v5
GO:0051983,regulation of chromosome segregation,11/159,124/14185,0.08870967741935484,7.914130655305336,8.2332504529846,1.411364009170215e-7,2.2188658458454596e-5,1.9663590293176004e-5,ACROYT_G012516/ACROYT_G031817/ACROYT_G005307/ACROYT_G020690/ACROYT_G017013/ACROYT_G013715/ACROYT_G010184/ACROYT_G025577/ACROYT_G029490/ACROYT_G009874/ACROYT_G032456,11,NA,NA,10v5
GO:0010965,regulation of mitotic sister chromatid separation,8/159,55/14185,0.14545454545454545,12.976558033161805,9.474870726202196,1.626581174535146e-7,2.386736776767904e-5,2.1151262571323687e-5,ACROYT_G012516/ACROYT_G031817/ACROYT_G020690/ACROYT_G017013/ACROYT_G010184/ACROYT_G029490/ACROYT_G009874/ACROYT_G032456,8,NA,NA,10v5
GO:1903046,meiotic cell cycle process,16/159,294/14185,0.05442176870748299,4.855174774312241,7.11184016124139,1.964297262371788e-7,2.574865749160858e-5,2.28184616236403e-5,ACROYT_G001680/ACROYT_G006757/ACROYT_G043168/ACROYT_G011372/ACROYT_G006374/ACROYT_G020690/ACROYT_G006387/ACROYT_G017013/ACROYT_G001679/ACROYT_G025577/ACROYT_G035417/ACROYT_G007708/ACROYT_G029490/ACROYT_G005778/ACROYT_G033190/ACROYT_G004447,16,GO:0022414,reproductive process,10v5
GO:0045842,positive regulation of mitotic metaphase/anaphase transition,5/159,13/14185,0.38461538461538464,34.313014029995166,12.793843626288206,1.988765003895256e-7,2.574865749160858e-5,2.28184616236403e-5,ACROYT_G031817/ACROYT_G010184/ACROYT_G029490/ACROYT_G009874/ACROYT_G032456,5,NA,NA,10v5
GO:0032436,positive regulation of proteasomal ubiquitin-dependent protein catabolic process,10/159,105/14185,0.09523809523809525,8.496555855046422,8.208921629354505,2.7287421287985273e-7,3.3366452363808655e-5,2.956935184013843e-5,ACROYT_G031817/ACROYT_G006757/ACROYT_G011372/ACROYT_G009718/ACROYT_G017013/ACROYT_G018411/ACROYT_G010184/ACROYT_G029490/ACROYT_G009874/ACROYT_G032456,10,NA,NA,10v5
GO:1901970,positive regulation of mitotic sister chromatid separation,5/159,14/14185,0.35714285714285715,31.86208445642408,12.300422539118092,3.0656814789203345e-7,3.55134996584403e-5,3.1472065265592125e-5,ACROYT_G031817/ACROYT_G010184/ACROYT_G029490/ACROYT_G009874/ACROYT_G032456,5,NA,NA,10v5
GO:1905818,regulation of chromosome separation,8/159,63/14185,0.12698412698412698,11.328741140061894,8.747834752023252,4.795915521835883e-7,5.2779050317803896e-5,4.677279716822048e-5,ACROYT_G012516/ACROYT_G031817/ACROYT_G020690/ACROYT_G017013/ACROYT_G010184/ACROYT_G029490/ACROYT_G009874/ACROYT_G032456,8,NA,NA,10v5
GO:0045132,meiotic chromosome segregation,9/159,87/14185,0.10344827586206896,9.229017566688354,8.19709312073516,5.413210647057792e-7,5.673560301987714e-5,5.02790943809428e-5,ACROYT_G043168/ACROYT_G006374/ACROYT_G020690/ACROYT_G017013/ACROYT_G025577/ACROYT_G035417/ACROYT_G000625/ACROYT_G029490/ACROYT_G005778,9,GO:0007059;GO:0022414,chromosome segregation;reproductive process,10v5
GO:0007143,female meiotic nuclear division,8/159,67/14185,0.11940298507462686,10.652398385431333,8.431737104275344,7.77631500862038e-7,7.779849697260662e-5,6.894503210992136e-5,ACROYT_G001680/ACROYT_G011372/ACROYT_G020690/ACROYT_G006387/ACROYT_G017013/ACROYT_G001679/ACROYT_G007708/ACROYT_G005778,8,GO:0022414;GO:0140013,reproductive process;meiotic nuclear division,10v5
GO:0051233,spindle midzone,7/159,47/14185,0.14893617021276595,13.287167135019402,8.983337417373134,8.406514513566957e-7,8.044668888852552e-5,7.129185992512388e-5,ACROYT_G011372/ACROYT_G020690/ACROYT_G005718/ACROYT_G017013/ACROYT_G007708/ACROYT_G032456/ACROYT_G028878,7,NA,NA,10v5
GO:0007052,mitotic spindle organization,10/159,122/14185,0.08196721311475409,7.3126095473760175,7.45557015145605,1.1077303785905017e-6,9.539190570903064e-5,8.45363118576885e-5,ACROYT_G011871/ACROYT_G011372/ACROYT_G020690/ACROYT_G005718/ACROYT_G017013/ACROYT_G010184/ACROYT_G000625/ACROYT_G007708/ACROYT_G032456/ACROYT_G025257,10,GO:0007010,cytoskeleton organization,10v5
GO:1901800,positive regulation of proteasomal protein catabolic process,10/159,122/14185,0.08196721311475409,7.3126095473760175,7.45557015145605,1.1077303785905017e-6,9.539190570903064e-5,8.45363118576885e-5,ACROYT_G031817/ACROYT_G006757/ACROYT_G011372/ACROYT_G009718/ACROYT_G017013/ACROYT_G018411/ACROYT_G010184/ACROYT_G029490/ACROYT_G009874/ACROYT_G032456,10,NA,NA,10v5
GO:0030071,regulation of mitotic metaphase/anaphase transition,7/159,49/14185,0.14285714285714285,12.74483378256963,8.768244526383025,1.1268466826146282e-6,9.539190570903064e-5,8.45363118576885e-5,ACROYT_G012516/ACROYT_G031817/ACROYT_G017013/ACROYT_G010184/ACROYT_G029490/ACROYT_G009874/ACROYT_G032456,7,NA,NA,10v5
GO:1902101,positive regulation of metaphase/anaphase transition of cell cycle,5/159,18/14185,0.2777777777777778,24.781621243885397,10.749042248245985,1.265268536487306e-6,1.0314281662253928e-4,9.14051695169972e-5,ACROYT_G031817/ACROYT_G010184/ACROYT_G029490/ACROYT_G009874/ACROYT_G032456,5,NA,NA,10v5
GO:1905820,positive regulation of chromosome separation,5/159,19/14185,0.2631578947368421,23.477325388944056,10.438277072359536,1.701650622942927e-6,1.291494145205994e-4,1.1445221794240447e-4,ACROYT_G031817/ACROYT_G010184/ACROYT_G029490/ACROYT_G009874/ACROYT_G032456,5,NA,NA,10v5
GO:0033045,regulation of sister chromatid segregation,9/159,103/14185,0.08737864077669903,7.795383769921231,7.369388242445138,2.2739025466901795e-6,1.5695699669887375e-4,1.3909529873168324e-4,ACROYT_G012516/ACROYT_G031817/ACROYT_G020690/ACROYT_G017013/ACROYT_G010184/ACROYT_G025577/ACROYT_G029490/ACROYT_G009874/ACROYT_G032456,9,NA,NA,10v5
GO:1903052,positive regulation of proteolysis involved in protein catabolic process,10/159,132/14185,0.07575757575757576,6.758623975605109,7.077048464396491,2.279128499764982e-6,1.5695699669887375e-4,1.3909529873168324e-4,ACROYT_G031817/ACROYT_G006757/ACROYT_G011372/ACROYT_G009718/ACROYT_G017013/ACROYT_G018411/ACROYT_G010184/ACROYT_G029490/ACROYT_G009874/ACROYT_G032456,10,NA,NA,10v5
GO:0033047,regulation of mitotic sister chromatid segregation,8/159,77/14185,0.1038961038961039,9.268970023687006,7.746313348961324,2.2819736003470966e-6,1.5695699669887375e-4,1.3909529873168324e-4,ACROYT_G012516/ACROYT_G031817/ACROYT_G020690/ACROYT_G017013/ACROYT_G010184/ACROYT_G029490/ACROYT_G009874/ACROYT_G032456,8,NA,NA,10v5
GO:0098687,chromosomal region,13/159,239/14185,0.05439330543933055,4.852635456961659,6.395331243179296,2.9101967900063656e-6,1.9410130711527304e-4,1.720125885767718e-4,ACROYT_G017544/ACROYT_G031817/ACROYT_G043168/ACROYT_G005307/ACROYT_G011372/ACROYT_G006387/ACROYT_G017013/ACROYT_G036895/ACROYT_G025695/ACROYT_G000625/ACROYT_G032456/ACROYT_G025257/ACROYT_G005778,13,NA,NA,10v5
GO:0051255,spindle midzone assembly,4/159,10/14185,0.4,35.685534591194966,11.68201783243486,3.028981701615321e-6,1.960820213310389e-4,1.7376789761898418e-4,ACROYT_G011372/ACROYT_G020690/ACROYT_G017013/ACROYT_G007708,4,NA,NA,10v5
GO:1902099,regulation of metaphase/anaphase transition of cell cycle,7/159,57/14185,0.12280701754385964,10.956085181507229,8.01893502530689,3.2173789395683234e-6,2.02327172742568e-4,1.7930235112842413e-4,ACROYT_G012516/ACROYT_G031817/ACROYT_G017013/ACROYT_G010184/ACROYT_G029490/ACROYT_G009874/ACROYT_G032456,7,NA,NA,10v5
GO:0062033,positive regulation of mitotic sister chromatid segregation,5/159,23/14185,0.21739130434782608,19.394312277823353,9.39974743023165,4.748913894557581e-6,2.9034331894225654e-4,2.5730226452091217e-4,ACROYT_G031817/ACROYT_G010184/ACROYT_G029490/ACROYT_G009874/ACROYT_G032456,5,NA,NA,10v5
GO:0000779,"condensed chromosome, centromeric region",6/159,42/14185,0.14285714285714285,12.74483378256963,8.115807839181405,6.781049184725847e-6,4.0338079069139425e-4,3.574760779316356e-4,ACROYT_G011372/ACROYT_G017013/ACROYT_G025695/ACROYT_G000625/ACROYT_G032456/ACROYT_G025257,6,NA,NA,10v5
GO:0019866,organelle inner membrane,15/159,343/14185,0.04373177842565597,3.90147972935805,5.7915950004429435,7.244578969615671e-6,4.196136397927392e-4,3.718616296592199e-4,ACROYT_G002619/ACROYT_G032710/ACROYT_G039803/ACROYT_G008089/ACROYT_G031846/ACROYT_G013502/ACROYT_G006428/ACROYT_G019581/ACROYT_G040979/ACROYT_G004649/ACROYT_G032843/ACROYT_G038478/ACROYT_G002760/ACROYT_G030553/ACROYT_G032847,15,NA,NA,10v5
GO:0044770,cell cycle phase transition,12/159,228/14185,0.05263157894736842,4.695465077788811,5.989236918439301,9.918703133720477e-6,5.527463195179018e-4,4.898438174354585e-4,ACROYT_G001680/ACROYT_G009087/ACROYT_G006757/ACROYT_G011372/ACROYT_G020690/ACROYT_G017013/ACROYT_G001679/ACROYT_G043362/ACROYT_G025577/ACROYT_G041592/ACROYT_G032456/ACROYT_G006315,12,NA,NA,10v5
GO:0007056,spindle assembly involved in female meiosis,4/159,13/14185,0.3076923076923077,27.45041122399613,10.158265017573196,1.0045367006231749e-5,5.527463195179018e-4,4.898438174354585e-4,ACROYT_G001680/ACROYT_G011372/ACROYT_G017013/ACROYT_G001679,4,GO:0007010;GO:0022414,cytoskeleton organization;reproductive process,10v5
GO:0007051,spindle organization,11/159,192/14185,0.05729166666666666,5.111209381551363,6.106548337344098,1.0624458514968298e-5,5.703520290596396e-4,5.054459981575418e-4,ACROYT_G001680/ACROYT_G011871/ACROYT_G011372/ACROYT_G020690/ACROYT_G005718/ACROYT_G006387/ACROYT_G017013/ACROYT_G001679/ACROYT_G007708/ACROYT_G032456/ACROYT_G025257,11,GO:0007010,cytoskeleton organization,10v5
GO:0033108,mitochondrial respiratory chain complex assembly,7/159,70/14185,0.1,8.921383647798741,7.073602197075964,1.291447645048848e-5,6.767800635125035e-4,5.997625278886003e-4,ACROYT_G031846/ACROYT_G013502/ACROYT_G036614/ACROYT_G025351/ACROYT_G032843/ACROYT_G030553/ACROYT_G032847,7,GO:0065003,protein-containing complex assembly,10v5
GO:0007005,mitochondrion organization,15/159,374/14185,0.04010695187165775,3.578095045908586,5.379639440985916,2.019558686108347e-5,0.00103373224840104,9.160935729152428e-4,ACROYT_G003176/ACROYT_G002619/ACROYT_G009762/ACROYT_G032710/ACROYT_G009087/ACROYT_G043964/ACROYT_G031846/ACROYT_G013502/ACROYT_G036614/ACROYT_G000004/ACROYT_G025351/ACROYT_G021504/ACROYT_G032843/ACROYT_G030553/ACROYT_G032847,15,GO:0007005,mitochondrion organization,10v5
GO:0051785,positive regulation of nuclear division,7/159,77/14185,0.09090909090909093,8.110348770726128,6.660925053624477,2.426343222723343e-5,0.00121372305300319,0.00107560143342257,ACROYT_G031817/ACROYT_G006757/ACROYT_G011372/ACROYT_G010184/ACROYT_G029490/ACROYT_G009874/ACROYT_G032456,7,NA,NA,10v5
GO:0007088,regulation of mitotic nuclear division,10/159,173/14185,0.05780346820809248,5.156869160577307,5.85693424801308,2.5049283685110457e-5,0.00122518829757618,0.0010857619337663,ACROYT_G012516/ACROYT_G031817/ACROYT_G005307/ACROYT_G011372/ACROYT_G020690/ACROYT_G017013/ACROYT_G010184/ACROYT_G029490/ACROYT_G009874/ACROYT_G032456,10,NA,NA,10v5
GO:0005743,mitochondrial inner membrane,14/159,340/14185,0.04117647058823529,3.673510913799482,5.312585663707633,2.8912627416604287e-5,0.00138340636834665,0.00122597479640658,ACROYT_G002619/ACROYT_G032710/ACROYT_G039803/ACROYT_G008089/ACROYT_G031846/ACROYT_G013502/ACROYT_G006428/ACROYT_G019581/ACROYT_G004649/ACROYT_G032843/ACROYT_G038478/ACROYT_G002760/ACROYT_G030553/ACROYT_G032847,14,NA,NA,10v5
GO:0045840,positive regulation of mitotic nuclear division,6/159,54/14185,0.1111111111111111,9.912648497554155,6.986315860712458,2.988282569361088e-5,0.00139940636918377,0.00124015399799016,ACROYT_G031817/ACROYT_G011372/ACROYT_G010184/ACROYT_G029490/ACROYT_G009874/ACROYT_G032456,6,NA,NA,10v5
GO:0051783,regulation of nuclear division,11/159,216/14185,0.05092592592592592,4.543297228045655,5.5870532104770785,3.186539093092514e-5,0.00145028769004457,0.00128524502721375,ACROYT_G012516/ACROYT_G031817/ACROYT_G006757/ACROYT_G005307/ACROYT_G011372/ACROYT_G020690/ACROYT_G017013/ACROYT_G010184/ACROYT_G029490/ACROYT_G009874/ACROYT_G032456,11,NA,NA,10v5
GO:0051383,kinetochore organization,4/159,17/14185,0.2352941176470588,20.99149093599704,8.781048525525721,3.228718619363205e-5,0.00145028769004457,0.00128524502721375,ACROYT_G043168/ACROYT_G000625/ACROYT_G029490/ACROYT_G032456,4,NA,NA,10v5
GO:0045732,positive regulation of protein catabolic process,11/159,218/14185,0.05045871559633028,4.501615602100283,5.547229770917173,3.467918303641097e-5,0.00152657763726281,0.00135285318245199,ACROYT_G031817/ACROYT_G006757/ACROYT_G011372/ACROYT_G009718/ACROYT_G017013/ACROYT_G018411/ACROYT_G010184/ACROYT_G029490/ACROYT_G009874/ACROYT_G032456/ACROYT_G030553,11,NA,NA,10v5
GO:0005740,mitochondrial envelope,17/159,493/14185,0.03448275862068965,3.076339188896118,4.995964244342653,3.864174854177387e-5,0.00166765663804792,0.00147787740036959,ACROYT_G002619/ACROYT_G009762/ACROYT_G032710/ACROYT_G039803/ACROYT_G008089/ACROYT_G031846/ACROYT_G013502/ACROYT_G006428/ACROYT_G019581/ACROYT_G025351/ACROYT_G004649/ACROYT_G032843/ACROYT_G003439/ACROYT_G038478/ACROYT_G002760/ACROYT_G030553/ACROYT_G032847,17,NA,NA,10v5
GO:1990023,mitotic spindle midzone,4/159,18/14185,0.2222222222222222,19.82529699510831,8.508835905719659,4.11505912385305e-5,0.00174177790992318,0.00154356367540479,ACROYT_G005718/ACROYT_G017013/ACROYT_G007708/ACROYT_G032456,4,NA,NA,10v5
GO:0051984,positive regulation of chromosome segregation,5/159,36/14185,0.1388888888888889,12.390810621942698,7.285745803373546,4.730222516856483e-5,0.00192800365918539,0.00170859694419786,ACROYT_G031817/ACROYT_G010184/ACROYT_G029490/ACROYT_G009874/ACROYT_G032456,5,NA,NA,10v5
GO:1901992,positive regulation of mitotic cell cycle phase transition,7/159,86/14185,0.08139534883720931,7.261591341231534,6.201129440629137,4.983519118268573e-5,0.00199431374169256,0.00176736094280414,ACROYT_G031817/ACROYT_G006757/ACROYT_G011400/ACROYT_G010184/ACROYT_G029490/ACROYT_G009874/ACROYT_G032456,7,NA,NA,10v5
GO:0051225,spindle assembly,8/159,118/14185,0.06779661016949153,6.048395693422876,5.863064253876474,5.383563434981892e-5,0.00207881107375353,0.00184224248292178,ACROYT_G001680/ACROYT_G011871/ACROYT_G011372/ACROYT_G020690/ACROYT_G006387/ACROYT_G017013/ACROYT_G001679/ACROYT_G007708,8,GO:0007010,cytoskeleton organization,10v5
GO:0030261,chromosome condensation,7/159,89/14185,0.07865168539325842,7.016818599392269,6.062405502861825,6.213808478037998e-5,0.00235803318278648,0.002089689130636,ACROYT_G006757/ACROYT_G043168/ACROYT_G011372/ACROYT_G011400/ACROYT_G035417/ACROYT_G005778/ACROYT_G006315,7,NA,NA,10v5
GO:0006783,heme biosynthetic process,4/159,20/14185,0.2,17.842767295597483,8.02511312198537,6.402578785543184e-5,0.0023884874418611,0.00211667769663006,ACROYT_G032710/ACROYT_G008089/ACROYT_G000004/ACROYT_G004649,4,NA,NA,10v5
GO:0005876,spindle microtubule,6/159,65/14185,0.09230769230769233,8.23512336719884,6.224669205407241,8.6351011789724e-5,0.00316764294915304,0.00280716534818172,ACROYT_G006757/ACROYT_G011372/ACROYT_G020690/ACROYT_G017013/ACROYT_G007708/ACROYT_G032456,6,NA,NA,10v5
GO:1901990,regulation of mitotic cell cycle phase transition,13/159,330/14185,0.03939393939393939,3.514484467314656,4.920776820493848,8.815778654397774e-5,0.00318090636366057,0.00281891938681606,ACROYT_G012516/ACROYT_G031817/ACROYT_G006757/ACROYT_G011871/ACROYT_G011372/ACROYT_G011400/ACROYT_G017013/ACROYT_G039442/ACROYT_G010184/ACROYT_G029490/ACROYT_G009874/ACROYT_G032456/ACROYT_G033190,13,NA,NA,10v5
GO:0042168,heme metabolic process,5/159,41/14185,0.12195121951219512,10.879736155852124,6.745003158160561,8.987878243086661e-5,0.00319069677629576,0.00282759565100841,ACROYT_G032710/ACROYT_G008089/ACROYT_G000004/ACROYT_G004649/ACROYT_G033380,5,NA,NA,10v5
GO:0000075,cell cycle checkpoint signaling,9/159,163/14185,0.05521472392638037,4.925917351545317,5.367363142586931,9.15108795804611e-5,0.0031970705707396,0.00283324410797985,ACROYT_G006757/ACROYT_G011372/ACROYT_G017013/ACROYT_G025695/ACROYT_G039442/ACROYT_G025577/ACROYT_G035417/ACROYT_G032456/ACROYT_G033190,9,NA,NA,10v5
GO:0006261,DNA-templated DNA replication,8/159,130/14185,0.06153846153846154,5.490082244799226,5.4757240465815595,1.0673313660801842e-4,0.00364033554570224,0.00322606555211088,ACROYT_G020243/ACROYT_G009087/ACROYT_G006374/ACROYT_G011400/ACROYT_G041592/ACROYT_G009537/ACROYT_G039131/ACROYT_G006315,8,GO:0006260,DNA replication,10v5
