gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Expression,ipr,description
ACROYT_G042339,63.4807667684187,1.8240714809029,0.447001235043568,4.08068555051109,4.49030675228254e-5,0.00963114429035908,Up,"Zinc finger, GATA-type;-;Tc1-like transposase, DDE domain;Paired domain;Metastasis-associated protein MTA1, R1 domain;Homedomain-like superfamily",Paired Box domain
ACROYT_G040332,167.787659640558,-2.02707679936584,0.500879623813962,-4.0470338640063,5.1870739485292e-5,0.0109089279154138,Down,Tumour necrosis factor-like domain superfamily;Tumour necrosis factor domain,"Tumor necrosis factor (ligand) superfamily, member"
ACROYT_G011859,86.3340633194568,2.60679350106207,0.645869936374874,4.03609667248708,5.43478295075619e-5,0.011271135975096,Up,"CTHRC1, C-terminal domain",Collagen triple helix
ACROYT_G019516,235.127967409582,1.25645422717611,0.313407860848538,4.00900674212294,6.09746758724635e-5,0.0124722446592825,Up,NA,Epidermal growth factor-like domain.
ACROYT_G021507,21.828312025796,4.60108081199448,1.15182767885472,3.99459128866342,6.48059485232043e-5,0.0129024323113132,Up,Immunoglobulin-like domain superfamily;SRCR domain;SRCR-like domain superfamily,CD5 molecule-like
ACROYT_G040363,32.1951628809331,1.62679554636993,0.406956967826676,3.99746330688897,6.40249117257705e-5,0.0129024323113132,Up,Tumor Necrosis Factor Ligand Superfamily;Tumour necrosis factor-like domain superfamily;Tumour necrosis factor domain,Tumor necrosis
ACROYT_G026578,186.679447566414,1.33749401806351,0.336109086430122,3.97934501643286,6.91053924604138e-5,0.0135773910555118,Up,"Integrin domain superfamily;-;FG-GAP repeat;Integrin alpha, third immunoglobulin-like domain;Integrin alpha, N-terminal;Integrin alpha, first immunoglubulin-like domain;Integrin alpha, second immunoglobulin-like domain",integrin
ACROYT_G007879,36.4345923170395,1.81995949537708,0.458702255959393,3.96762708648677,7.25918039323229e-5,0.0139381635273433,Up,"AP complex, mu/sigma subunit;AP-3 complex subunit sigma;Adaptor protein complex, sigma subunit;Longin-like domain superfamily",anterograde synaptic vesicle transport
ACROYT_G021731,1141.34576866367,-1.25661464103533,0.317210383238587,-3.96145494421024,7.44944404068078e-5,0.0139381635273433,Down,NA,NA
ACROYT_G032993,16.3484559659824,3.94188209730852,0.994898888383117,3.96209317684007,7.42955328530351e-5,0.0139381635273433,Up,Immunoglobulin-like domain superfamily;-;Fibronectin type III superfamily;Fibronectin type III,G2F domain
ACROYT_G040272,51.0442928294306,3.47436907709045,0.877171954492123,3.96087569751599,7.46754006286811e-5,0.0139381635273433,Up,"Profilin superfamily;Profilin, eukaryotic type;Profilin",actin binding
ACROYT_G034529,165.41174968648,1.40033801445588,0.3538873965533,3.95701578551405,7.58919174721139e-5,0.0139903470579457,Up,NA,NA
ACROYT_G040858,20.5730849953,3.7496050312196,0.949737501922314,3.94804356322691,7.87924691452217e-5,0.0143479164545909,Up,Transmembrane protein 272,-
ACROYT_G001559,732.025143096764,1.33864341123358,0.339437339996456,3.94371288452694,8.02297055503351e-5,0.0144336140153928,Up,NA,NA
ACROYT_G030497,445.432065078585,1.01730756142481,0.259015612728535,3.9275916641018,8.58007238398671e-5,0.0152521000997249,Up,"Sulfatase, N-terminal;Alkaline-phosphatase-like, core domain superfamily",sulfatase
ACROYT_G009862,20.7721594635973,-2.36859267224246,0.603608482711095,-3.92405464814539,8.70709705401915e-5,0.0152958086130134,Down,Concanavalin A-like lectin/glucanase domain superfamily,G protein-coupled receptor 144
ACROYT_G021594,929.401318230365,1.57296168848031,0.401651123468506,3.9162387369835,8.99411857108486e-5,0.0154368021268321,Up,Protein of unknown function DUF1075,positive regulation of release of cytochrome c from mitochondria
ACROYT_G039418,1069.33314531814,1.27341557641176,0.325115256465889,3.9168127335955,8.97273943266286e-5,0.0154368021268321,Up,C-type lectin-like;-;C-type lectin fold;C-type lectin and snaclec domain-containing protein,collagen binding
ACROYT_G018066,71.5341681847012,-1.52230714617081,0.389356379469803,-3.90980404184921,9.23710244284736e-5,0.0156736833723405,Down,Homeodomain;Homedomain-like superfamily;-,GS homeobox 2
ACROYT_G007840,44.9404085294586,-3.17331342626055,0.813321742005466,-3.90167047352735,9.55311481865185e-5,0.0160277652215853,Down,NA,NA
ACROYT_G003180,94.2606330714658,-1.58785899714136,0.408407667775182,-3.88792650684374,1.011042275421e-4,0.016699889016803,Down,NA,NA
ACROYT_G018124,38.626594061859,3.08803454290989,0.794738487680852,3.88559833300785,1.0207816348627e-4,0.016699889016803,Up,NA,NA
ACROYT_G032881,421.244301362145,-1.23168448244332,0.317144648055989,-3.88366787834262,1.0289243165991e-4,0.016699889016803,Down,Cupin-like domain 8;-;Tetratricopeptide-like helical domain superfamily;JMJD6 family arginine demethylases/lysyl-hydroxylases,Cupin-like domain
ACROYT_G013043,18.534812154662,4.7051942326072,1.21846557607074,3.8615733796767,1.1265916437599e-4,0.0178960281113016,Up,"Reverse transcriptase domain;DNA/RNA polymerase superfamily;CTHRC1, C-terminal domain",Reverse transcriptase (RNA-dependent DNA polymerase)
ACROYT_G033601,32.2712876950582,3.08436952606659,0.798672422620649,3.86187057260094,1.1252217584985e-4,0.0178960281113016,Up,"CTHRC1, C-terminal domain",Collagen triple helix
ACROYT_G030208,14.3321882947729,3.85415677275909,1.00393612713275,3.83904580042018,1.235133911578e-4,0.0192114787163376,Up,"C-type lectin fold;Protein kinase C-binding NELL;C-type lectin-like;Kazal domain;Kazal domain superfamily;NELL2-like, EGF domain;UMOD/GP2/OIT3-like, D8C domain;NOTCH1 EGF-like calcium-binding domain",hyaluronic acid binding
ACROYT_G040924,115.336873617128,3.12197785982654,0.812703135556282,3.84147387063986,1.2229775649727e-4,0.0192114787163376,Up,MAM domain;Concanavalin A-like lectin/glucanase domain superfamily;-;MAM domain-containing protein,metalloendopeptidase activity
ACROYT_G019632,832.022793276391,1.66020067133198,0.43358276975865,3.82902824357186,1.286502434844e-4,0.0198041797495788,Up,"Tissue inhibitor of metalloproteinases-like, OB-fold;Protease inhibitor I35 (TIMP)",inhibitor 3
ACROYT_G044558,87.5288598099908,1.83352001699513,0.479309660057171,3.82533499695465,1.3059438017688e-4,0.0198983192326652,Up,"Serine proteases, trypsin domain;-;Peptidase S1, PA clan","Transmembrane protease, serine 2"
ACROYT_G016996,40.2970629310041,-1.6577526087739,0.434041299231811,-3.81934302497913,1.3380757944928e-4,0.0201819674377442,Down,NA,NA
ACROYT_G001090,66.027293724529,-1.71070573411634,0.448801591726832,-3.81171940040173,1.3800348619147e-4,0.0202026279981476,Down,NA,NA
ACROYT_G010344,61.4010487415852,2.02906560521959,0.531869026389522,3.8149723043537,1.3619820796346e-4,0.0202026279981476,Up,TMEM248/TMEM219;TMEM248/TMEM219 domain,Transmembrane protein 248
ACROYT_G042255,890.439225758359,1.96755471869291,0.515972298036339,3.81329526058071,1.3712612759223e-4,0.0202026279981476,Up,Wnt;-,Ligand for members of the frizzled family of seven transmembrane receptors
ACROYT_G008857,86.7360249413199,1.75431265441118,0.461519188807867,3.80116947887407,1.4401475153892e-4,0.0208779443687306,Up,NA,NA
ACROYT_G018877,27.0556295645915,2.98750885226992,0.787445336913455,3.79392538405274,1.4828425124224e-4,0.0212901965341271,Up,NA,NA
ACROYT_G007436,37.6669595504573,-2.04041456759697,0.538969423707471,-3.78577054253158,1.5323302075973e-4,0.0217911949141364,Down,NA,NA
ACROYT_G000876,51.5318354723319,3.20717305494043,0.847930249616391,3.78235480617819,1.5535171152112e-4,0.0218840731739003,Up,NA,MAC/Perforin domain
ACROYT_G004401,111.433434685564,2.95881345029228,0.784024240301445,3.7738800641606,1.6072805334742e-4,0.0224298251643339,Up,Ribonuclease H-like superfamily;-;Integrase zinc-binding domain;Domain of unknown function DUF5641,Pao retrotransposon peptidase
ACROYT_G012592,58.8370809712345,1.72784140949361,0.458155802034917,3.77129658037578,1.6240151625005e-4,0.0224535133393133,Up,"Lipoxigenase, C-terminal domain superfamily;PLAT/LH2 domain;PLAT/LH2 domain superfamily;Lipoxygenase, C-terminal;Catalase superfamily;Lipoxygenase",Arachidonate lipoxygenase 3
ACROYT_G035261,1379.03120722325,1.06781996569957,0.285071436482941,3.74579782132423,1.7982137322798e-4,0.024633878394865,Up,"VWF/SSPO/Zonadhesin-like, cysteine-rich domain;Mucin/von Willebrand/Thrombospondin superfamily",VWC_def
ACROYT_G023614,25.6428664511986,3.73045747925626,0.996712394765184,3.74276220387037,1.8200845332942e-4,0.0247068202283185,Up,NA,NA
ACROYT_G007758,413.145258820067,2.00163299439931,0.535793813592295,3.73582699841029,1.8709927153911e-4,0.0249588258935634,Up,NA,NA
ACROYT_G029319,66.4236828196369,2.01512637517131,0.539426788764008,3.73568094344847,1.8720790919361e-4,0.0249588258935634,Up,Fibronectin type III;Fibronectin type III superfamily;Immunoglobulin-like domain superfamily,cell adhesion
ACROYT_G001541,885.97825419394,1.29462829422672,0.347178958555857,3.72899411765021,1.922456392109e-4,0.0254036449973211,Up,NA,-
ACROYT_G009823,51.8398140503184,2.61953334841951,0.70408142722961,3.72049772527979,1.9883053299414e-4,0.0260433115672679,Up,NADP-dependent oxidoreductase domain;NAD(P)-dependent oxidoreductase domain superfamily;Aldo/Keto Reductase Detoxification and Biosynthesis,"Aldo-keto reductase family 7, member A3 (aflatoxin aldehyde reductase)"
ACROYT_G034406,26.9872635906802,3.36337419991855,0.9050711255759,3.7161435216248,2.0228670515525e-4,0.0262656094032897,Up,"von Willebrand factor A-like domain superfamily;Voltage-dependent calcium channel subunit alpha-2/delta;von Willebrand factor, type A",calcium ion transport
ACROYT_G021670,42.587301203052,3.34751440179357,0.902191060747948,3.71042736670253,2.0690965642899e-4,0.0264066238444257,Up,"Fibrinogen, alpha/beta/gamma chain, C-terminal globular domain;Fibrinogen C-terminal domain-containing protein;Immunoglobulin-like domain superfamily;Fibrinogen-like, C-terminal;-;Collagen triple helix repeat",negative regulation of axon extension involved in regeneration
ACROYT_G043015,237.704694952822,3.03030187878137,0.816416138328415,3.71171236887333,2.0586184311875e-4,0.0264066238444257,Up,D-galactoside/L-rhamnose binding SUEL lectin domain,carbohydrate binding
ACROYT_G011302,48.9012352007781,-2.30504598402333,0.621990088384974,-3.70592076476409,2.1062414381734e-4,0.0266528789447512,Down,"Carbohydrate-binding type-2 domain;CBM2/CBM3, carbohydrate-binding domain superfamily",anaphase-promoting complex binding
ACROYT_G041494,57.1588606085743,-2.12698583653734,0.57475435547507,-3.70068676518206,2.1501675905393e-4,0.0269800861024653,Down,NA,NA
ACROYT_G006119,13.3376632927713,-3.45375379864295,0.934170690898841,-3.69713354560484,2.1804764977767e-4,0.0271323958873356,Down,His-Me finger superfamily;Endonuclease domain-containing 1 protein;DNA/RNA non-specific endonuclease/pyrophosphatase/phosphodiesterase domain,Endonuclease domain containing 1
ACROYT_G001435,128.003136180561,-1.04203006101498,0.282437794995248,-3.68941437541146,2.2477086102873e-4,0.0275458587983284,Down,Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain;Cyclophilin-like domain superfamily,PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides
ACROYT_G026002,1240.51587453254,-1.10669765208409,0.299992258199694,-3.68908737420616,2.2505992321163e-4,0.0275458587983284,Down,NA,NA
ACROYT_G001670,39.5676470899058,-2.15399371002269,0.584404313251079,-3.68579365549149,2.2799102409382e-4,0.0276157203549858,Down,"FAD linked oxidase, N-terminal;FAD-linked Oxidoreductases in Biosynthetic Pathways;FAD-binding, type PCMH-like superfamily",Berberine and berberine like
ACROYT_G006622,21.3631699944278,-4.69669711495879,1.27502792191246,-3.68360334251664,2.2995999174535e-4,0.0276157203549858,Down,"von Willebrand factor A-like domain superfamily;von Willebrand factor, type A;-;Extracellular Matrix Assembly and Organization",von Willebrand factor (vWF) type A domain
ACROYT_G024407,140.201954883852,1.67877995709764,0.455910701989098,3.68225608605648,2.3117901449057e-4,0.0276157203549858,Up,"Low-density lipoprotein (LDL) receptor class A repeat;-;Trypsin Inhibitor-like, cysteine rich domain;Coagulation factor 5/8, C-terminal domain;Galactose-binding-like domain superfamily",chitin binding. It is involved in the biological process described with chitin metabolic process
ACROYT_G023961,907.713049729916,1.52810647979436,0.41638533880524,3.66993344237107,2.4261363065785e-4,0.0287516407379612,Up,SAND domain;Sterile alpha motif domain;Sterile alpha motif/pointed domain superfamily;SAND-like domain superfamily,polyhomeotic homolog 1
