"Plot Title: 20248478"
"#","Date Time, GMT+02:00","Temp, °C (LGR S/N: 20248478, SEN S/N: 20248478)","Intensity, Lux (LGR S/N: 20248478, SEN S/N: 20248478)","End Of File (LGR S/N: 20248478)"
63,02/12/24 05:10:00 PM,18.901,0.0,
64,02/12/24 05:15:00 PM,18.901,0.0,
65,02/12/24 05:20:00 PM,18.901,0.0,
66,02/12/24 05:25:00 PM,18.901,0.0,
67,02/12/24 05:30:00 PM,18.901,0.0,
68,02/12/24 05:35:00 PM,18.901,0.0,
69,02/12/24 05:40:00 PM,18.901,0.0,
70,02/12/24 05:45:00 PM,18.901,0.0,
71,02/12/24 05:50:00 PM,18.901,0.0,
72,02/12/24 05:55:00 PM,18.901,0.0,
73,02/12/24 06:00:00 PM,18.901,0.0,
74,02/12/24 06:05:00 PM,18.901,0.0,
75,02/12/24 06:10:00 PM,18.901,0.0,
76,02/12/24 06:15:00 PM,18.901,0.0,
77,02/12/24 06:20:00 PM,18.901,0.0,
78,02/12/24 06:25:00 PM,18.901,0.0,
79,02/12/24 06:30:00 PM,18.901,0.0,
80,02/12/24 06:35:00 PM,18.901,0.0,
81,02/12/24 06:40:00 PM,18.901,0.0,
82,02/12/24 06:45:00 PM,18.901,0.0,
83,02/12/24 06:50:00 PM,18.901,0.0,
84,02/12/24 06:55:00 PM,18.901,0.0,
85,02/12/24 07:00:00 PM,18.901,0.0,
86,02/12/24 07:05:00 PM,18.901,0.0,
87,02/12/24 07:10:00 PM,18.901,0.0,
88,02/12/24 07:15:00 PM,18.901,0.0,
89,02/12/24 07:20:00 PM,18.901,0.0,
90,02/12/24 07:25:00 PM,18.901,0.0,
91,02/12/24 07:30:00 PM,18.901,0.0,
92,02/12/24 07:35:00 PM,18.901,0.0,
93,02/12/24 07:40:00 PM,18.901,0.0,
94,02/12/24 07:45:00 PM,18.901,0.0,
95,02/12/24 07:50:00 PM,18.901,0.0,
96,02/12/24 07:55:00 PM,18.901,0.0,
97,02/12/24 08:00:00 PM,18.901,0.0,
98,02/12/24 08:05:00 PM,18.901,0.0,
99,02/12/24 08:10:00 PM,18.901,0.0,
100,02/12/24 08:15:00 PM,18.901,0.0,
101,02/12/24 08:20:00 PM,18.901,0.0,
102,02/12/24 08:25:00 PM,18.901,0.0,
103,02/12/24 08:30:00 PM,18.901,0.0,
104,02/12/24 08:35:00 PM,18.901,0.0,
105,02/12/24 08:40:00 PM,18.901,0.0,
106,02/12/24 08:45:00 PM,18.901,0.0,
107,02/12/24 08:50:00 PM,18.901,0.0,
108,02/12/24 08:55:00 PM,18.901,0.0,
109,02/12/24 09:00:00 PM,18.901,0.0,
110,02/12/24 09:05:00 PM,18.901,0.0,
111,02/12/24 09:10:00 PM,18.901,0.0,
112,02/12/24 09:15:00 PM,18.901,0.0,
113,02/12/24 09:20:00 PM,18.901,0.0,
114,02/12/24 09:25:00 PM,18.901,0.0,
115,02/12/24 09:30:00 PM,18.901,0.0,
116,02/12/24 09:35:00 PM,18.901,0.0,
117,02/12/24 09:40:00 PM,18.901,0.0,
118,02/12/24 09:45:00 PM,18.901,0.0,
119,02/12/24 09:50:00 PM,18.901,0.0,
120,02/12/24 09:55:00 PM,18.901,0.0,
121,02/12/24 10:00:00 PM,18.901,0.0,
122,02/12/24 10:05:00 PM,18.901,0.0,
123,02/12/24 10:10:00 PM,18.901,0.0,
124,02/12/24 10:15:00 PM,18.901,0.0,
125,02/12/24 10:20:00 PM,18.901,0.0,
126,02/12/24 10:25:00 PM,18.901,0.0,
127,02/12/24 10:30:00 PM,18.901,0.0,
128,02/12/24 10:35:00 PM,18.901,0.0,
129,02/12/24 10:40:00 PM,18.901,0.0,
130,02/12/24 10:45:00 PM,18.901,0.0,
131,02/12/24 10:50:00 PM,18.901,0.0,
132,02/12/24 10:55:00 PM,18.901,0.0,
133,02/12/24 11:00:00 PM,18.901,0.0,
134,02/12/24 11:05:00 PM,18.901,0.0,
135,02/12/24 11:10:00 PM,18.901,0.0,
136,02/12/24 11:15:00 PM,18.901,0.0,
137,02/12/24 11:20:00 PM,18.901,0.0,
138,02/12/24 11:25:00 PM,18.901,0.0,
139,02/12/24 11:30:00 PM,18.806,0.0,
140,02/12/24 11:35:00 PM,18.901,0.0,
141,02/12/24 11:40:00 PM,18.806,0.0,
142,02/12/24 11:45:00 PM,18.806,0.0,
143,02/12/24 11:50:00 PM,18.806,0.0,
144,02/12/24 11:55:00 PM,18.806,0.0,
145,02/13/24 12:00:00 AM,18.806,0.0,
146,02/13/24 12:05:00 AM,18.806,0.0,
147,02/13/24 12:10:00 AM,18.901,0.0,
148,02/13/24 12:15:00 AM,18.901,0.0,
149,02/13/24 12:20:00 AM,18.901,0.0,
150,02/13/24 12:25:00 AM,18.806,0.0,
151,02/13/24 12:30:00 AM,18.901,0.0,
152,02/13/24 12:35:00 AM,18.901,0.0,
153,02/13/24 12:40:00 AM,18.806,0.0,
154,02/13/24 12:45:00 AM,18.806,0.0,
155,02/13/24 12:50:00 AM,18.806,0.0,
156,02/13/24 12:55:00 AM,18.806,0.0,
157,02/13/24 01:00:00 AM,18.806,0.0,
158,02/13/24 01:05:00 AM,18.806,0.0,
159,02/13/24 01:10:00 AM,18.806,0.0,
160,02/13/24 01:15:00 AM,18.806,0.0,
161,02/13/24 01:20:00 AM,18.806,0.0,
162,02/13/24 01:25:00 AM,18.806,0.0,
163,02/13/24 01:30:00 AM,18.806,0.0,
164,02/13/24 01:35:00 AM,18.806,0.0,
165,02/13/24 01:40:00 AM,18.806,0.0,
166,02/13/24 01:45:00 AM,18.806,0.0,
167,02/13/24 01:50:00 AM,18.806,0.0,
168,02/13/24 01:55:00 AM,18.806,0.0,
169,02/13/24 02:00:00 AM,18.806,0.0,
170,02/13/24 02:05:00 AM,18.806,0.0,
171,02/13/24 02:10:00 AM,18.806,0.0,
172,02/13/24 02:15:00 AM,18.806,0.0,
173,02/13/24 02:20:00 AM,18.806,0.0,
174,02/13/24 02:25:00 AM,18.806,0.0,
175,02/13/24 02:30:00 AM,18.806,0.0,
176,02/13/24 02:35:00 AM,18.806,0.0,
177,02/13/24 02:40:00 AM,18.806,0.0,
178,02/13/24 02:45:00 AM,18.806,0.0,
179,02/13/24 02:50:00 AM,18.806,0.0,
180,02/13/24 02:55:00 AM,18.806,0.0,
181,02/13/24 03:00:00 AM,18.806,0.0,
182,02/13/24 03:05:00 AM,18.806,0.0,
183,02/13/24 03:10:00 AM,18.806,0.0,
184,02/13/24 03:15:00 AM,18.806,0.0,
185,02/13/24 03:20:00 AM,18.806,0.0,
186,02/13/24 03:25:00 AM,18.806,0.0,
187,02/13/24 03:30:00 AM,18.806,0.0,
188,02/13/24 03:35:00 AM,18.806,0.0,
189,02/13/24 03:40:00 AM,18.806,0.0,
190,02/13/24 03:45:00 AM,18.806,0.0,
191,02/13/24 03:50:00 AM,18.806,0.0,
192,02/13/24 03:55:00 AM,18.711,0.0,
193,02/13/24 04:00:00 AM,18.711,0.0,
194,02/13/24 04:05:00 AM,18.711,0.0,
195,02/13/24 04:10:00 AM,18.711,0.0,
196,02/13/24 04:15:00 AM,18.711,0.0,
197,02/13/24 04:20:00 AM,18.711,0.0,
198,02/13/24 04:25:00 AM,18.711,0.0,
199,02/13/24 04:30:00 AM,18.711,0.0,
200,02/13/24 04:35:00 AM,18.711,0.0,
201,02/13/24 04:40:00 AM,18.711,0.0,
202,02/13/24 04:45:00 AM,18.711,0.0,
203,02/13/24 04:50:00 AM,18.711,0.0,
204,02/13/24 04:55:00 AM,18.711,0.0,
205,02/13/24 05:00:00 AM,18.711,0.0,
206,02/13/24 05:05:00 AM,18.711,0.0,
207,02/13/24 05:10:00 AM,18.711,0.0,
208,02/13/24 05:15:00 AM,18.711,0.0,
209,02/13/24 05:20:00 AM,18.711,0.0,
210,02/13/24 05:25:00 AM,18.711,0.0,
211,02/13/24 05:30:00 AM,18.711,0.0,
212,02/13/24 05:35:00 AM,18.711,0.0,
213,02/13/24 05:40:00 AM,18.711,0.0,
214,02/13/24 05:45:00 AM,18.806,0.0,
215,02/13/24 05:50:00 AM,18.806,0.0,
216,02/13/24 05:55:00 AM,18.806,0.0,
217,02/13/24 06:00:00 AM,18.806,0.0,
218,02/13/24 06:05:00 AM,18.806,0.0,
219,02/13/24 06:10:00 AM,18.806,0.0,
220,02/13/24 06:15:00 AM,18.806,0.0,
221,02/13/24 06:20:00 AM,18.806,0.0,
222,02/13/24 06:25:00 AM,18.806,0.0,
223,02/13/24 06:30:00 AM,18.806,0.0,
224,02/13/24 06:35:00 AM,18.806,0.0,
225,02/13/24 06:40:00 AM,18.806,0.0,
226,02/13/24 06:45:00 AM,18.806,0.0,
227,02/13/24 06:50:00 AM,18.806,0.0,
228,02/13/24 06:55:00 AM,18.806,0.0,
229,02/13/24 07:00:00 AM,18.806,0.0,
230,02/13/24 07:05:00 AM,18.806,0.0,
231,02/13/24 07:10:00 AM,18.806,0.0,
232,02/13/24 07:15:00 AM,18.806,0.0,
233,02/13/24 07:20:00 AM,18.806,0.0,
234,02/13/24 07:25:00 AM,18.806,0.0,
235,02/13/24 07:30:00 AM,18.806,0.0,
236,02/13/24 07:35:00 AM,18.806,10.8,
237,02/13/24 07:40:00 AM,18.806,10.8,
238,02/13/24 07:45:00 AM,18.806,10.8,
239,02/13/24 07:50:00 AM,18.806,10.8,
240,02/13/24 07:55:00 AM,18.806,21.5,
241,02/13/24 08:00:00 AM,18.806,32.3,
242,02/13/24 08:05:00 AM,18.806,32.3,
243,02/13/24 08:10:00 AM,18.806,43.1,
244,02/13/24 08:15:00 AM,18.806,32.3,
245,02/13/24 08:20:00 AM,18.806,53.8,
246,02/13/24 08:25:00 AM,18.806,21.5,
247,02/13/24 08:30:00 AM,18.806,32.3,
248,02/13/24 08:35:00 AM,18.806,43.1,
249,02/13/24 08:40:00 AM,18.806,32.3,
250,02/13/24 08:45:00 AM,18.806,32.3,
251,02/13/24 08:50:00 AM,18.806,32.3,
252,02/13/24 08:55:00 AM,18.806,64.6,
253,02/13/24 09:00:00 AM,18.806,86.1,
254,02/13/24 09:05:00 AM,18.901,107.6,
255,02/13/24 09:10:00 AM,18.901,118.4,
256,02/13/24 09:15:00 AM,18.901,86.1,
257,02/13/24 09:20:00 AM,18.901,150.7,
258,02/13/24 09:25:00 AM,18.901,183.0,
259,02/13/24 09:30:00 AM,18.901,172.2,
260,02/13/24 09:35:00 AM,18.901,139.9,
261,02/13/24 09:40:00 AM,18.901,161.5,
262,02/13/24 09:45:00 AM,18.901,129.2,
263,02/13/24 09:50:00 AM,18.901,161.5,
264,02/13/24 09:55:00 AM,18.901,107.6,
265,02/13/24 10:00:00 AM,18.901,129.2,
266,02/13/24 10:05:00 AM,18.901,86.1,
267,02/13/24 10:10:00 AM,18.901,139.9,
268,02/13/24 10:15:00 AM,18.901,75.3,
269,02/13/24 10:20:00 AM,18.901,64.6,
270,02/13/24 10:25:00 AM,18.901,43.1,
271,02/13/24 10:30:00 AM,18.901,43.1,
272,02/13/24 10:35:00 AM,18.901,75.3,
273,02/13/24 10:40:00 AM,18.901,86.1,
274,02/13/24 10:45:00 AM,18.901,86.1,
275,02/13/24 10:50:00 AM,18.901,139.9,
276,02/13/24 10:55:00 AM,18.901,129.2,
277,02/13/24 11:00:00 AM,18.901,118.4,
278,02/13/24 11:05:00 AM,18.901,118.4,
279,02/13/24 11:10:00 AM,18.901,139.9,
280,02/13/24 11:15:00 AM,18.901,107.6,
281,02/13/24 11:20:00 AM,18.901,118.4,
282,02/13/24 11:25:00 AM,18.901,183.0,
283,02/13/24 11:30:00 AM,18.901,204.5,
284,02/13/24 11:35:00 AM,18.901,161.5,
285,02/13/24 11:40:00 AM,18.901,129.2,
286,02/13/24 11:45:00 AM,18.901,161.5,
287,02/13/24 11:50:00 AM,18.901,139.9,
288,02/13/24 11:55:00 AM,18.901,183.0,
289,02/13/24 12:00:00 PM,18.901,139.9,
290,02/13/24 12:05:00 PM,18.901,183.0,
291,02/13/24 12:10:00 PM,18.901,247.6,
292,02/13/24 12:15:00 PM,18.901,129.2,
293,02/13/24 12:20:00 PM,18.901,118.4,
294,02/13/24 12:25:00 PM,18.901,86.1,
295,02/13/24 12:30:00 PM,18.901,86.1,
296,02/13/24 12:35:00 PM,18.901,64.6,
297,02/13/24 12:40:00 PM,18.901,129.2,
298,02/13/24 12:45:00 PM,18.901,139.9,
299,02/13/24 12:50:00 PM,18.901,75.3,
300,02/13/24 12:55:00 PM,18.901,86.1,
301,02/13/24 01:00:00 PM,18.901,53.8,
302,02/13/24 01:05:00 PM,18.901,75.3,
303,02/13/24 01:10:00 PM,18.901,118.4,
304,02/13/24 01:15:00 PM,18.901,107.6,
305,02/13/24 01:20:00 PM,18.901,118.4,
306,02/13/24 01:25:00 PM,18.901,118.4,
307,02/13/24 01:30:00 PM,18.901,118.4,
308,02/13/24 01:35:00 PM,18.901,107.6,
309,02/13/24 01:40:00 PM,18.901,118.4,
310,02/13/24 01:45:00 PM,18.901,150.7,
311,02/13/24 01:50:00 PM,18.901,161.5,
312,02/13/24 01:55:00 PM,18.901,64.6,
313,02/13/24 02:00:00 PM,18.901,75.3,
314,02/13/24 02:05:00 PM,18.901,64.6,
315,02/13/24 02:10:00 PM,18.901,75.3,
316,02/13/24 02:15:00 PM,18.901,75.3,
317,02/13/24 02:20:00 PM,18.901,204.5,
318,02/13/24 02:25:00 PM,18.901,204.5,
319,02/13/24 02:30:00 PM,18.901,75.3,
320,02/13/24 02:35:00 PM,18.901,86.1,
321,02/13/24 02:40:00 PM,18.901,53.8,
322,02/13/24 02:45:00 PM,18.901,43.1,
323,02/13/24 02:50:00 PM,18.901,53.8,
324,02/13/24 02:55:00 PM,18.901,86.1,
325,02/13/24 03:00:00 PM,18.901,86.1,
326,02/13/24 03:05:00 PM,18.901,96.9,
327,02/13/24 03:10:00 PM,18.901,53.8,
328,02/13/24 03:15:00 PM,18.901,53.8,
329,02/13/24 03:20:00 PM,18.901,64.6,
330,02/13/24 03:25:00 PM,18.901,43.1,
331,02/13/24 03:30:00 PM,18.901,43.1,
332,02/13/24 03:35:00 PM,18.901,43.1,
333,02/13/24 03:40:00 PM,18.901,75.3,
334,02/13/24 03:45:00 PM,18.901,43.1,
335,02/13/24 03:50:00 PM,18.901,43.1,
336,02/13/24 03:55:00 PM,18.901,32.3,
337,02/13/24 04:00:00 PM,18.901,32.3,
338,02/13/24 04:05:00 PM,18.806,32.3,
339,02/13/24 04:10:00 PM,18.806,10.8,
340,02/13/24 04:15:00 PM,18.806,10.8,
341,02/13/24 04:20:00 PM,18.806,10.8,
342,02/13/24 04:25:00 PM,18.806,10.8,
343,02/13/24 04:30:00 PM,18.806,0.0,
344,02/13/24 04:35:00 PM,18.901,0.0,
345,02/13/24 04:40:00 PM,18.806,0.0,
346,02/13/24 04:45:00 PM,18.806,0.0,
347,02/13/24 04:50:00 PM,18.806,0.0,
348,02/13/24 04:55:00 PM,18.806,0.0,
349,02/13/24 05:00:00 PM,18.901,0.0,
350,02/13/24 05:05:00 PM,18.806,0.0,
351,02/13/24 05:10:00 PM,18.806,0.0,
352,02/13/24 05:15:00 PM,18.901,0.0,
353,02/13/24 05:20:00 PM,18.806,0.0,
354,02/13/24 05:25:00 PM,18.806,0.0,
355,02/13/24 05:30:00 PM,18.806,0.0,
356,02/13/24 05:35:00 PM,18.806,0.0,
357,02/13/24 05:40:00 PM,18.806,0.0,
358,02/13/24 05:45:00 PM,18.806,0.0,
359,02/13/24 05:50:00 PM,18.806,0.0,
360,02/13/24 05:55:00 PM,18.806,0.0,
361,02/13/24 06:00:00 PM,18.901,0.0,
362,02/13/24 06:05:00 PM,18.806,0.0,
363,02/13/24 06:10:00 PM,18.901,0.0,
364,02/13/24 06:15:00 PM,18.806,0.0,
365,02/13/24 06:20:00 PM,18.806,0.0,
366,02/13/24 06:25:00 PM,18.806,0.0,
367,02/13/24 06:30:00 PM,18.806,0.0,
368,02/13/24 06:35:00 PM,18.901,0.0,
369,02/13/24 06:40:00 PM,18.806,0.0,
370,02/13/24 06:45:00 PM,18.806,0.0,
371,02/13/24 06:50:00 PM,18.806,0.0,
372,02/13/24 06:55:00 PM,18.806,0.0,
373,02/13/24 07:00:00 PM,18.901,0.0,
374,02/13/24 07:05:00 PM,18.901,0.0,
375,02/13/24 07:10:00 PM,18.806,0.0,
376,02/13/24 07:15:00 PM,18.901,0.0,
377,02/13/24 07:20:00 PM,18.901,0.0,
378,02/13/24 07:25:00 PM,18.806,0.0,
379,02/13/24 07:30:00 PM,18.901,0.0,
380,02/13/24 07:35:00 PM,18.901,0.0,
381,02/13/24 07:40:00 PM,18.901,0.0,
382,02/13/24 07:45:00 PM,18.806,0.0,
383,02/13/24 07:50:00 PM,18.806,0.0,
384,02/13/24 07:55:00 PM,18.806,0.0,
385,02/13/24 08:00:00 PM,18.901,0.0,
386,02/13/24 08:05:00 PM,18.901,0.0,
387,02/13/24 08:10:00 PM,18.901,0.0,
388,02/13/24 08:15:00 PM,18.806,0.0,
389,02/13/24 08:20:00 PM,18.806,0.0,
390,02/13/24 08:25:00 PM,18.806,0.0,
391,02/13/24 08:30:00 PM,18.901,0.0,
392,02/13/24 08:35:00 PM,18.806,0.0,
393,02/13/24 08:40:00 PM,18.901,0.0,
394,02/13/24 08:45:00 PM,18.901,0.0,
395,02/13/24 08:50:00 PM,18.806,0.0,
396,02/13/24 08:55:00 PM,18.901,0.0,
397,02/13/24 09:00:00 PM,18.901,0.0,
398,02/13/24 09:05:00 PM,18.901,0.0,
399,02/13/24 09:10:00 PM,18.901,0.0,
400,02/13/24 09:15:00 PM,18.901,0.0,
401,02/13/24 09:20:00 PM,18.901,0.0,
402,02/13/24 09:25:00 PM,18.901,0.0,
403,02/13/24 09:30:00 PM,18.901,0.0,
404,02/13/24 09:35:00 PM,18.901,0.0,
405,02/13/24 09:40:00 PM,18.901,0.0,
406,02/13/24 09:45:00 PM,18.901,0.0,
407,02/13/24 09:50:00 PM,18.901,0.0,
408,02/13/24 09:55:00 PM,18.901,0.0,
409,02/13/24 10:00:00 PM,18.901,0.0,
410,02/13/24 10:05:00 PM,18.901,0.0,
411,02/13/24 10:10:00 PM,18.901,0.0,
412,02/13/24 10:15:00 PM,18.901,0.0,
413,02/13/24 10:20:00 PM,18.901,0.0,
414,02/13/24 10:25:00 PM,18.901,0.0,
415,02/13/24 10:30:00 PM,18.901,0.0,
416,02/13/24 10:35:00 PM,18.901,0.0,
417,02/13/24 10:40:00 PM,18.901,0.0,
418,02/13/24 10:45:00 PM,18.901,0.0,
419,02/13/24 10:50:00 PM,18.901,0.0,
420,02/13/24 10:55:00 PM,18.901,0.0,
421,02/13/24 11:00:00 PM,18.901,0.0,
422,02/13/24 11:05:00 PM,18.901,0.0,
423,02/13/24 11:10:00 PM,18.901,0.0,
424,02/13/24 11:15:00 PM,18.901,0.0,
425,02/13/24 11:20:00 PM,18.901,0.0,
426,02/13/24 11:25:00 PM,18.901,0.0,
427,02/13/24 11:30:00 PM,18.901,0.0,
428,02/13/24 11:35:00 PM,18.901,0.0,
429,02/13/24 11:40:00 PM,18.901,0.0,
430,02/13/24 11:45:00 PM,18.901,0.0,
431,02/13/24 11:50:00 PM,18.901,0.0,
432,02/13/24 11:55:00 PM,18.901,0.0,
433,02/14/24 12:00:00 AM,18.901,0.0,
434,02/14/24 12:05:00 AM,18.901,0.0,
435,02/14/24 12:10:00 AM,18.901,0.0,
436,02/14/24 12:15:00 AM,18.901,0.0,
437,02/14/24 12:20:00 AM,18.901,0.0,
438,02/14/24 12:25:00 AM,18.901,0.0,
439,02/14/24 12:30:00 AM,18.901,0.0,
440,02/14/24 12:35:00 AM,18.901,0.0,
441,02/14/24 12:40:00 AM,18.901,0.0,
442,02/14/24 12:45:00 AM,18.901,0.0,
443,02/14/24 12:50:00 AM,18.901,0.0,
444,02/14/24 12:55:00 AM,18.901,0.0,
445,02/14/24 01:00:00 AM,18.901,0.0,
446,02/14/24 01:05:00 AM,18.901,0.0,
447,02/14/24 01:10:00 AM,18.901,0.0,
448,02/14/24 01:15:00 AM,18.901,0.0,
449,02/14/24 01:20:00 AM,18.901,0.0,
450,02/14/24 01:25:00 AM,18.901,0.0,
451,02/14/24 01:30:00 AM,18.901,0.0,
452,02/14/24 01:35:00 AM,18.901,0.0,
453,02/14/24 01:40:00 AM,18.901,0.0,
454,02/14/24 01:45:00 AM,18.901,0.0,
455,02/14/24 01:50:00 AM,18.901,0.0,
456,02/14/24 01:55:00 AM,18.901,0.0,
457,02/14/24 02:00:00 AM,18.901,0.0,
458,02/14/24 02:05:00 AM,18.901,0.0,
459,02/14/24 02:10:00 AM,18.901,0.0,
460,02/14/24 02:15:00 AM,18.901,0.0,
461,02/14/24 02:20:00 AM,18.901,0.0,
462,02/14/24 02:25:00 AM,18.901,0.0,
463,02/14/24 02:30:00 AM,18.901,0.0,
464,02/14/24 02:35:00 AM,18.901,0.0,
465,02/14/24 02:40:00 AM,18.901,0.0,
466,02/14/24 02:45:00 AM,18.901,0.0,
467,02/14/24 02:50:00 AM,18.901,0.0,
468,02/14/24 02:55:00 AM,18.901,0.0,
469,02/14/24 03:00:00 AM,18.901,0.0,
470,02/14/24 03:05:00 AM,18.901,0.0,
471,02/14/24 03:10:00 AM,18.901,0.0,
472,02/14/24 03:15:00 AM,18.901,0.0,
473,02/14/24 03:20:00 AM,18.901,0.0,
474,02/14/24 03:25:00 AM,18.901,0.0,
475,02/14/24 03:30:00 AM,18.901,0.0,
476,02/14/24 03:35:00 AM,18.901,0.0,
477,02/14/24 03:40:00 AM,18.901,0.0,
478,02/14/24 03:45:00 AM,18.901,0.0,
479,02/14/24 03:50:00 AM,18.901,0.0,
480,02/14/24 03:55:00 AM,18.901,0.0,
481,02/14/24 04:00:00 AM,18.901,0.0,
482,02/14/24 04:05:00 AM,18.901,0.0,
483,02/14/24 04:10:00 AM,18.901,0.0,
484,02/14/24 04:15:00 AM,18.901,0.0,
485,02/14/24 04:20:00 AM,18.901,0.0,
486,02/14/24 04:25:00 AM,18.901,0.0,
487,02/14/24 04:30:00 AM,18.901,0.0,
488,02/14/24 04:35:00 AM,18.901,0.0,
489,02/14/24 04:40:00 AM,18.901,0.0,
490,02/14/24 04:45:00 AM,18.901,0.0,
491,02/14/24 04:50:00 AM,18.901,0.0,
492,02/14/24 04:55:00 AM,18.901,0.0,
493,02/14/24 05:00:00 AM,18.901,0.0,
494,02/14/24 05:05:00 AM,18.901,0.0,
495,02/14/24 05:10:00 AM,18.901,0.0,
496,02/14/24 05:15:00 AM,18.901,0.0,
497,02/14/24 05:20:00 AM,18.901,0.0,
498,02/14/24 05:25:00 AM,18.901,0.0,
499,02/14/24 05:30:00 AM,18.901,0.0,
500,02/14/24 05:35:00 AM,18.901,0.0,
501,02/14/24 05:40:00 AM,18.901,0.0,
502,02/14/24 05:45:00 AM,18.901,0.0,
503,02/14/24 05:50:00 AM,18.901,0.0,
504,02/14/24 05:55:00 AM,18.901,0.0,
505,02/14/24 06:00:00 AM,18.901,0.0,
506,02/14/24 06:05:00 AM,18.901,0.0,
507,02/14/24 06:10:00 AM,18.901,0.0,
508,02/14/24 06:15:00 AM,18.901,0.0,
509,02/14/24 06:20:00 AM,18.901,0.0,
510,02/14/24 06:25:00 AM,18.901,0.0,
511,02/14/24 06:30:00 AM,18.901,0.0,
512,02/14/24 06:35:00 AM,18.901,0.0,
513,02/14/24 06:40:00 AM,18.901,0.0,
514,02/14/24 06:45:00 AM,18.901,0.0,
515,02/14/24 06:50:00 AM,18.901,0.0,
516,02/14/24 06:55:00 AM,18.901,0.0,
517,02/14/24 07:00:00 AM,18.901,0.0,
518,02/14/24 07:05:00 AM,18.901,0.0,
519,02/14/24 07:10:00 AM,18.901,0.0,
520,02/14/24 07:15:00 AM,18.901,0.0,
521,02/14/24 07:20:00 AM,18.901,0.0,
522,02/14/24 07:25:00 AM,18.901,0.0,
523,02/14/24 07:30:00 AM,18.901,0.0,
524,02/14/24 07:35:00 AM,18.901,0.0,
525,02/14/24 07:40:00 AM,18.901,0.0,
526,02/14/24 07:45:00 AM,18.901,21.5,
527,02/14/24 07:50:00 AM,18.901,21.5,
528,02/14/24 07:55:00 AM,18.901,32.3,
529,02/14/24 08:00:00 AM,18.901,21.5,
